stat rdma operate:
phase:3000
Type:rdma_send, src_node:86, src_port:0, dest_node:1110, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:6230, src_port:0, dest_node:2134, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:7254, src_port:0, dest_node:3158, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:8278, src_port:0, dest_node:12374, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:9302, src_port:0, dest_node:13398, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:10326, src_port:0, dest_node:14422, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:11350, src_port:0, dest_node:15446, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:12374, src_port:0, dest_node:8278, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:13398, src_port:0, dest_node:9302, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:14422, src_port:0, dest_node:10326, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:15446, src_port:0, dest_node:11350, dst_port:0, priority:0, msg_len:64
phase:3000
Type:rdma_send, src_node:86, src_port:0, dest_node:2134, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1110, src_port:0, dest_node:3158, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:2134, src_port:0, dest_node:86, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3158, src_port:0, dest_node:1110, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:4182, src_port:0, dest_node:6230, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:5206, src_port:0, dest_node:7254, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:6230, src_port:0, dest_node:4182, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:7254, src_port:0, dest_node:5206, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:8278, src_port:0, dest_node:10326, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:9302, src_port:0, dest_node:11350, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:10326, src_port:0, dest_node:8278, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:11350, src_port:0, dest_node:9302, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:12374, src_port:0, dest_node:14422, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:13398, src_port:0, dest_node:15446, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:14422, src_port:0, dest_node:12374, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:15446, src_port:0, dest_node:13398, dst_port:0, priority:0, msg_len:64
phase:3000
Type:rdma_send, src_node:86, src_port:0, dest_node:2134, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:1110, src_port:0, dest_node:3158, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:2134, src_port:0, dest_node:86, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:3158, src_port:0, dest_node:1110, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:4182, src_port:0, dest_node:6230, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:5206, src_port:0, dest_node:7254, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:6230, src_port:0, dest_node:4182, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:7254, src_port:0, dest_node:5206, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:8278, src_port:0, dest_node:10326, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:9302, src_port:0, dest_node:11350, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:10326, src_port:0, dest_node:8278, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:11350, src_port:0, dest_node:9302, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:12374, src_port:0, dest_node:14422, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:13398, src_port:0, dest_node:15446, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:14422, src_port:0, dest_node:12374, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:15446, src_port:0, dest_node:13398, dst_port:0, priority:0, msg_len:33554432
phase:3000
Type:rdma_send, src_node:86, src_port:0, dest_node:2134, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1110, src_port:0, dest_node:3158, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:2134, src_port:0, dest_node:86, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3158, src_port:0, dest_node:1110, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:4182, src_port:0, dest_node:6230, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:5206, src_port:0, dest_node:7254, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:6230, src_port:0, dest_node:4182, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:7254, src_port:0, dest_node:5206, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:8278, src_port:0, dest_node:10326, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:9302, src_port:0, dest_node:11350, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:10326, src_port:0, dest_node:8278, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:11350, src_port:0, dest_node:9302, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:12374, src_port:0, dest_node:14422, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:13398, src_port:0, dest_node:15446, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:14422, src_port:0, dest_node:12374, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:15446, src_port:0, dest_node:13398, dst_port:0, priority:0, msg_len:64
phase:3000
Type:rdma_send, src_node:86, src_port:0, dest_node:1110, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1110, src_port:0, dest_node:86, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:2134, src_port:0, dest_node:3158, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3158, src_port:0, dest_node:2134, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:4182, src_port:0, dest_node:5206, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:5206, src_port:0, dest_node:4182, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:6230, src_port:0, dest_node:7254, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:7254, src_port:0, dest_node:6230, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:8278, src_port:0, dest_node:9302, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:9302, src_port:0, dest_node:8278, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:10326, src_port:0, dest_node:11350, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:11350, src_port:0, dest_node:10326, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:12374, src_port:0, dest_node:13398, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:13398, src_port:0, dest_node:12374, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:14422, src_port:0, dest_node:15446, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:15446, src_port:0, dest_node:14422, dst_port:0, priority:0, msg_len:64
phase:3000
Type:rdma_send, src_node:86, src_port:0, dest_node:1110, dst_port:0, priority:0, msg_len:67108864
Type:rdma_send, src_node:1110, src_port:0, dest_node:86, dst_port:0, priority:0, msg_len:67108864
Type:rdma_send, src_node:2134, src_port:0, dest_node:3158, dst_port:0, priority:0, msg_len:67108864
Type:rdma_send, src_node:3158, src_port:0, dest_node:2134, dst_port:0, priority:0, msg_len:67108864
Type:rdma_send, src_node:4182, src_port:0, dest_node:5206, dst_port:0, priority:0, msg_len:67108864
Type:rdma_send, src_node:5206, src_port:0, dest_node:4182, dst_port:0, priority:0, msg_len:67108864
Type:rdma_send, src_node:6230, src_port:0, dest_node:7254, dst_port:0, priority:0, msg_len:67108864
Type:rdma_send, src_node:7254, src_port:0, dest_node:6230, dst_port:0, priority:0, msg_len:67108864
Type:rdma_send, src_node:8278, src_port:0, dest_node:9302, dst_port:0, priority:0, msg_len:67108864
Type:rdma_send, src_node:9302, src_port:0, dest_node:8278, dst_port:0, priority:0, msg_len:67108864
Type:rdma_send, src_node:10326, src_port:0, dest_node:11350, dst_port:0, priority:0, msg_len:67108864
Type:rdma_send, src_node:11350, src_port:0, dest_node:10326, dst_port:0, priority:0, msg_len:67108864
Type:rdma_send, src_node:12374, src_port:0, dest_node:13398, dst_port:0, priority:0, msg_len:67108864
Type:rdma_send, src_node:13398, src_port:0, dest_node:12374, dst_port:0, priority:0, msg_len:67108864
Type:rdma_send, src_node:14422, src_port:0, dest_node:15446, dst_port:0, priority:0, msg_len:67108864
Type:rdma_send, src_node:15446, src_port:0, dest_node:14422, dst_port:0, priority:0, msg_len:67108864
phase:3000
Type:rdma_send, src_node:86, src_port:0, dest_node:1110, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1110, src_port:0, dest_node:86, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:2134, src_port:0, dest_node:3158, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3158, src_port:0, dest_node:2134, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:4182, src_port:0, dest_node:5206, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:5206, src_port:0, dest_node:4182, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:6230, src_port:0, dest_node:7254, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:7254, src_port:0, dest_node:6230, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:8278, src_port:0, dest_node:9302, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:9302, src_port:0, dest_node:8278, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:10326, src_port:0, dest_node:11350, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:11350, src_port:0, dest_node:10326, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:12374, src_port:0, dest_node:13398, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:13398, src_port:0, dest_node:12374, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:14422, src_port:0, dest_node:15446, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:15446, src_port:0, dest_node:14422, dst_port:0, priority:0, msg_len:64
