stat rdma operate:
phase:3000
Type:rdma_send, src_node:960, src_port:0, dest_node:1984, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:7104, src_port:0, dest_node:3008, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:8128, src_port:0, dest_node:4032, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:9152, src_port:0, dest_node:13248, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:10176, src_port:0, dest_node:14272, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:11200, src_port:0, dest_node:15296, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:12224, src_port:0, dest_node:16320, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:13248, src_port:0, dest_node:9152, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:14272, src_port:0, dest_node:10176, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:15296, src_port:0, dest_node:11200, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:16320, src_port:0, dest_node:12224, dst_port:0, priority:0, msg_len:64
phase:3000
Type:rdma_send, src_node:960, src_port:0, dest_node:3008, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1984, src_port:0, dest_node:4032, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3008, src_port:0, dest_node:960, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:4032, src_port:0, dest_node:1984, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:5056, src_port:0, dest_node:7104, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:6080, src_port:0, dest_node:8128, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:7104, src_port:0, dest_node:5056, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:8128, src_port:0, dest_node:6080, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:9152, src_port:0, dest_node:11200, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:10176, src_port:0, dest_node:12224, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:11200, src_port:0, dest_node:9152, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:12224, src_port:0, dest_node:10176, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:13248, src_port:0, dest_node:15296, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:14272, src_port:0, dest_node:16320, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:15296, src_port:0, dest_node:13248, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:16320, src_port:0, dest_node:14272, dst_port:0, priority:0, msg_len:64
phase:3000
Type:rdma_send, src_node:960, src_port:0, dest_node:3008, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:1984, src_port:0, dest_node:4032, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:3008, src_port:0, dest_node:960, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:4032, src_port:0, dest_node:1984, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:5056, src_port:0, dest_node:7104, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:6080, src_port:0, dest_node:8128, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:7104, src_port:0, dest_node:5056, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:8128, src_port:0, dest_node:6080, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:9152, src_port:0, dest_node:11200, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:10176, src_port:0, dest_node:12224, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:11200, src_port:0, dest_node:9152, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:12224, src_port:0, dest_node:10176, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:13248, src_port:0, dest_node:15296, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:14272, src_port:0, dest_node:16320, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:15296, src_port:0, dest_node:13248, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:16320, src_port:0, dest_node:14272, dst_port:0, priority:0, msg_len:33554432
phase:3000
Type:rdma_send, src_node:960, src_port:0, dest_node:3008, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1984, src_port:0, dest_node:4032, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3008, src_port:0, dest_node:960, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:4032, src_port:0, dest_node:1984, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:5056, src_port:0, dest_node:7104, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:6080, src_port:0, dest_node:8128, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:7104, src_port:0, dest_node:5056, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:8128, src_port:0, dest_node:6080, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:9152, src_port:0, dest_node:11200, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:10176, src_port:0, dest_node:12224, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:11200, src_port:0, dest_node:9152, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:12224, src_port:0, dest_node:10176, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:13248, src_port:0, dest_node:15296, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:14272, src_port:0, dest_node:16320, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:15296, src_port:0, dest_node:13248, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:16320, src_port:0, dest_node:14272, dst_port:0, priority:0, msg_len:64
phase:3000
Type:rdma_send, src_node:960, src_port:0, dest_node:1984, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1984, src_port:0, dest_node:960, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3008, src_port:0, dest_node:4032, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:4032, src_port:0, dest_node:3008, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:5056, src_port:0, dest_node:6080, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:6080, src_port:0, dest_node:5056, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:7104, src_port:0, dest_node:8128, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:8128, src_port:0, dest_node:7104, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:9152, src_port:0, dest_node:10176, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:10176, src_port:0, dest_node:9152, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:11200, src_port:0, dest_node:12224, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:12224, src_port:0, dest_node:11200, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:13248, src_port:0, dest_node:14272, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:14272, src_port:0, dest_node:13248, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:15296, src_port:0, dest_node:16320, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:16320, src_port:0, dest_node:15296, dst_port:0, priority:0, msg_len:64
phase:3000
Type:rdma_send, src_node:960, src_port:0, dest_node:1984, dst_port:0, priority:0, msg_len:67108864
Type:rdma_send, src_node:1984, src_port:0, dest_node:960, dst_port:0, priority:0, msg_len:67108864
Type:rdma_send, src_node:3008, src_port:0, dest_node:4032, dst_port:0, priority:0, msg_len:67108864
Type:rdma_send, src_node:4032, src_port:0, dest_node:3008, dst_port:0, priority:0, msg_len:67108864
Type:rdma_send, src_node:5056, src_port:0, dest_node:6080, dst_port:0, priority:0, msg_len:67108864
Type:rdma_send, src_node:6080, src_port:0, dest_node:5056, dst_port:0, priority:0, msg_len:67108864
Type:rdma_send, src_node:7104, src_port:0, dest_node:8128, dst_port:0, priority:0, msg_len:67108864
Type:rdma_send, src_node:8128, src_port:0, dest_node:7104, dst_port:0, priority:0, msg_len:67108864
Type:rdma_send, src_node:9152, src_port:0, dest_node:10176, dst_port:0, priority:0, msg_len:67108864
Type:rdma_send, src_node:10176, src_port:0, dest_node:9152, dst_port:0, priority:0, msg_len:67108864
Type:rdma_send, src_node:11200, src_port:0, dest_node:12224, dst_port:0, priority:0, msg_len:67108864
Type:rdma_send, src_node:12224, src_port:0, dest_node:11200, dst_port:0, priority:0, msg_len:67108864
Type:rdma_send, src_node:13248, src_port:0, dest_node:14272, dst_port:0, priority:0, msg_len:67108864
Type:rdma_send, src_node:14272, src_port:0, dest_node:13248, dst_port:0, priority:0, msg_len:67108864
Type:rdma_send, src_node:15296, src_port:0, dest_node:16320, dst_port:0, priority:0, msg_len:67108864
Type:rdma_send, src_node:16320, src_port:0, dest_node:15296, dst_port:0, priority:0, msg_len:67108864
phase:3000
Type:rdma_send, src_node:960, src_port:0, dest_node:1984, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1984, src_port:0, dest_node:960, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3008, src_port:0, dest_node:4032, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:4032, src_port:0, dest_node:3008, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:5056, src_port:0, dest_node:6080, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:6080, src_port:0, dest_node:5056, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:7104, src_port:0, dest_node:8128, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:8128, src_port:0, dest_node:7104, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:9152, src_port:0, dest_node:10176, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:10176, src_port:0, dest_node:9152, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:11200, src_port:0, dest_node:12224, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:12224, src_port:0, dest_node:11200, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:13248, src_port:0, dest_node:14272, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:14272, src_port:0, dest_node:13248, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:15296, src_port:0, dest_node:16320, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:16320, src_port:0, dest_node:15296, dst_port:0, priority:0, msg_len:64
